Month,Day,Year,Temp Max,Temp Avg,Temp Min,Humidity Max,Humidity Avg,Humidity Min,Precipitation
Mar,13,2018,70,52.6,37,93,56.8,26,0
Mar,14,2018,71,53.8,34,82,49.2,22,0
Mar,15,2018,73,60.2,40,97,73,49,0
Mar,16,2018,87,70,63,100,77.5,23,0
Mar,17,2018,83,72.1,60,96,81.1,54,0
Mar,18,2018,81,72.1,62,100,86.2,66,0.02
Mar,19,2018,83,70.9,57,97,46.5,10,0
Mar,20,2018,74,59.4,45,76,45.3,22,0
Mar,21,2018,78,59.5,39,89,51.1,19,0
Mar,22,2018,80,63.7,45,93,65.7,39,0
Mar,23,2018,80,67.4,55,93,77.9,54,0
Mar,24,2018,83,73.6,67,87,76.2,56,0
Mar,25,2018,77,71.7,68,100,85.8,71,0
Mar,26,2018,85,74.1,66,97,74.5,43,0.01
Mar,27,2018,82,71.7,63,93,79.5,54,0
Mar,28,2018,72,64.3,59,100,92.3,73,4.37
Mar,29,2018,83,65.7,56,100,81.1,25,1.71
Mar,30,2018,74,64,55,86,63.9,44,0
Mar,31,2018,83,66,54,97,79.4,44,0
Apr,1,2018,82,71.2,64,93,76.8,54,0
Apr,2,2018,85,70.8,58,90,76.7,51,0
Apr,3,2018,80,72.7,65,90,76.6,40,0
Apr,4,2018,70,59.8,50,80,41.6,26,0
Apr,5,2018,78,68,56,87,70,56,0
Apr,6,2018,85,75.6,71,93,80.1,58,0
Apr,7,2018,72,50,41,96,81.6,73,0.31
Apr,8,2018,64,50.4,42,89,74.1,60,0
Apr,9,2018,65,59.4,51,97,80.8,67,0
Apr,10,2018,74,62,49,90,60.7,34,0
Apr,11,2018,81,63.3,43,97,65.5,34,0
Apr,12,2018,85,70.8,61,97,78.7,53,0
Apr,13,2018,85,74.1,60,94,79.2,51,0
Apr,14,2018,70,61.4,49,90,41.4,19,0.1
Apr,15,2018,73,55.7,41,83,51,21,0
Apr,16,2018,82,63,41,100,63.2,34,0
Apr,17,2018,84,69.3,54,100,71.2,41,0
Apr,18,2018,81,70,57,93,65.4,27,0
Apr,19,2018,76,64,53,66,41.6,23,0
Apr,20,2018,67,59.5,51,80,62.3,50,0
Apr,21,2018,71,64.8,59,100,91.4,75,0
Apr,22,2018,76,62.4,53,84,66.6,37,0.24
Apr,23,2018,84,66.1,48,93,60.4,27,0
Apr,24,2018,85,68.5,51,100,68,38,0
Apr,25,2018,86,65.6,53,100,75.5,27,0
Apr,26,2018,76,61.6,46,100,67.6,34,0.32
Apr,27,2018,78,65.3,51,96,65.7,36,0
Apr,28,2018,83,68.8,52,100,63.8,34,0
Apr,29,2018,81,68.4,51,100,67,35,0
Apr,30,2018,77,69.7,58,100,82.1,64,0
May,1,2018,81,74.1,70,93,83.9,72,0
May,2,2018,86,77.7,73,97,80.3,57,0
May,3,2018,85,78.9,75,87,76.5,63,0
May,4,2018,74,68.1,63,100,93.8,87,0.03
May,5,2018,83,70,59,100,75.8,37,2.56
May,6,2018,87,71.8,55,93,64.4,33,0
May,7,2018,90,72.2,53,100,67.4,32,0
May,8,2018,88,75.9,63,84,55.8,36,0
May,9,2018,88,73.5,60,97,67.2,33,0
May,10,2018,88,71.2,60,100,78.8,35,0
May,11,2018,90,77.7,70,93,70.5,39,0
May,12,2018,92,80.1,71,93,69.5,39,0
May,13,2018,91,79.3,73,93,75.3,46,0
May,14,2018,90,80,73,93,72.8,46,0
May,15,2018,90,79.9,73,91,70,43,0
May,16,2018,95,80.5,67,93,64.1,34,0.01
May,17,2018,96,82.3,65,90,56,32,0
May,18,2018,95,80.1,72,93,68.6,37,0
May,19,2018,93,81.5,74,91,66.7,39,0
May,20,2018,85,75.1,70,93,84.8,65,0
May,21,2018,84,74.6,70,96,83.6,58,0.48
May,22,2018,88,76.2,67,100,80.1,48,0
May,23,2018,88,75.4,66,100,83.4,51,0
May,24,2018,91,77,69,100,82,47,0.15
May,25,2018,95,80.9,72,97,74.3,41,0
May,26,2018,96,84.4,72,93,64.2,38,0
May,27,2018,96,84.2,71,91,63.8,40,0
May,28,2018,95,84.3,69,93,61.9,38,0
May,29,2018,95,83.1,69,96,64.8,38,0
May,30,2018,96,82,71,97,69.2,38,0
May,31,2018,98,83.2,75,94,70.5,37,0
Jun,1,2018,98,84.4,75,88,68.2,37,0
Jun,2,2018,100,86,76,94,65.8,34,0
Jun,3,2018,99,85.5,76,94,67.6,39,0
Jun,4,2018,91,79.9,74,94,72.3,48,0.11
Jun,5,2018,100,85.6,73,97,63.4,33,0
Jun,6,2018,99,85.6,76,91,65.1,34,0
Jun,7,2018,98,84.3,74,97,66.8,30,0
Jun,8,2018,96,82.7,71,96,69.1,35,0
Jun,9,2018,96,81.4,74,97,74.6,38,0
Jun,10,2018,98,84.9,76,97,68.2,33,0
Jun,11,2018,97,85.7,77,90,63.6,37,0
Jun,12,2018,98,85.1,77,94,65.9,30,0
Jun,13,2018,98,84,73,96,67,30,0
Jun,14,2018,97,81.4,69,96,70.7,34,0
Jun,15,2018,96,80.9,71,97,73.8,40,0
Jun,16,2018,94,81.9,71,100,73.8,42,0
Jun,17,2018,93,80.5,70,97,75,45,0.02
Jun,18,2018,94,80,75,100,81.2,46,0.03
Jun,19,2018,80,76.2,74,100,92.7,85,0.04
Jun,20,2018,82,77.8,75,97,88,74,0.19
Jun,21,2018,93,80.8,74,100,79.8,47,0.22
Jun,22,2018,98,85.5,76,97,71.1,42,0
Jun,23,2018,98,85.3,75,94,68.7,40,0
Jun,24,2018,98,85.8,77,94,65.9,39,0
Jun,25,2018,94,83.8,77,90,70.8,45,0
Jun,26,2018,97,85,77,96,70,35,0.01
Jun,27,2018,98,85,75,96,66.6,35,0
Jun,28,2018,98,84,74,97,69.9,36,0
Jun,29,2018,98,85.1,76,91,67.8,39,0
Jun,30,2018,99,85.8,77,94,65.6,33,0
Jul,1,2018,103,85.9,76,91,63.8,25,0
Jul,2,2018,100,86.4,74,93,60.6,29,0
Jul,3,2018,101,85.5,74,97,65.2,29,0
Jul,4,2018,98,79.2,72,97,83.8,39,0
Jul,5,2018,93,79.5,71,97,75.1,41,0.63
Jul,6,2018,95,84.1,74,97,68.3,37,0.15
Jul,7,2018,92,80.6,73,100,77.9,47,0.06
Jul,8,2018,95,80.9,71,97,75.3,41,0
Jul,9,2018,83,76.4,72,97,89.1,72,0
Jul,10,2018,94,79.2,70,100,81.2,40,0.42
Jul,11,2018,96,84.5,74,94,66.9,38,0
Jul,12,2018,96,84.9,74,97,62.9,35,0
Jul,13,2018,96,83.9,74,97,68.3,36,0
Jul,14,2018,97,84.6,75,96,68.3,36,0
Jul,15,2018,97,85.3,75,97,66,24,0
Jul,16,2018,98,84.9,75,96,65.5,26,0
Jul,17,2018,99,84.4,73,100,65.6,26,0
Jul,18,2018,101,86.9,74,100,61.7,23,0
Jul,19,2018,103,86.8,76,97,65,24,0
Jul,20,2018,103,87.4,75,97,61.6,23,0
Jul,21,2018,102,85,71,100,67.5,26,0
Jul,22,2018,104,89.2,75,97,56.4,20,0
Jul,23,2018,109,92.2,76,91,49.2,19,0
Jul,24,2018,101,90.7,81,77,51.7,32,0
Jul,25,2018,101,87.8,75,90,53.8,26,0
Jul,26,2018,99,86.6,70,87,46.4,21,0
Jul,27,2018,102,86.9,69,81,44.8,20,0
Jul,28,2018,100,86.5,69,100,57.1,27,0
Jul,29,2018,102,87.4,74,94,60.4,28,0
Jul,30,2018,100,88.2,77,94,58.9,31,0
Jul,31,2018,98,85.8,76,87,60.7,28,0
Aug,1,2018,99,83.5,69,93,49.8,19,0
Aug,2,2018,98,82.7,64,84,46.8,23,0
Aug,3,2018,98,84.6,68,87,51.7,23,0
Aug,4,2018,97,82.5,67,97,66.4,34,0
Aug,5,2018,97,83,73,94,69,30,0
Aug,6,2018,95,83,71,97,69,41,0
Aug,7,2018,99,84.6,73,96,65.9,35,0
Aug,8,2018,100,86.2,78,90,63.5,31,0
Aug,9,2018,99,86.3,72,97,61.2,30,0
Aug,10,2018,97,85.8,76,91,62.3,35,0
Aug,11,2018,96,82.9,78,90,71.2,40,0
Aug,12,2018,91,79.2,75,96,84.3,50,0.03
Aug,13,2018,96,84.5,76,94,69,32,0.58
Aug,14,2018,97,84.7,74,97,66.8,37,0
Aug,15,2018,100,85.7,75,94,64.5,33,0
Aug,16,2018,101,87.3,77,90,63.6,32,0
Aug,17,2018,102,86.5,73,96,62.1,25,0
Aug,18,2018,101,87.7,76,94,56.3,26,0
Aug,19,2018,102,86.9,76,94,62.5,26,0
Aug,20,2018,101,88.6,79,90,60,31,0.23
Aug,21,2018,102,89.3,77,88,56.1,31,0
Aug,22,2018,102,89.5,78,79,52,26,0
Aug,23,2018,102,89.1,75,85,51.6,28,0
Aug,24,2018,101,87.5,73,90,54.4,28,0
Aug,25,2018,100,90.1,79,84,52.4,31,0
Aug,26,2018,100,85.7,76,88,64.3,30,0
Aug,27,2018,101,87.3,76,94,62.7,31,0
Aug,28,2018,102,93.4,84,67,45,28,0
Aug,29,2018,100,85.7,78,87,65.8,31,0
Aug,30,2018,99,84.5,74,91,66.8,32,0
Aug,31,2018,99,83.7,70,93,65.3,32,0
Sep,1,2018,98,85.2,73,90,63,34,0
Sep,2,2018,98,84.4,74,91,67.6,37,0
Sep,3,2018,94,80.2,75,94,81,43,0
Sep,4,2018,92,80.4,76,94,81.3,50,0.78
Sep,5,2018,94,81.7,74,97,78.1,46,0.07
Sep,6,2018,93,81.9,76,94,77.5,45,0
Sep,7,2018,87,79.7,75,94,83,61,0.03
Sep,8,2018,91,80.5,74,93,77.9,52,0.34
Sep,9,2018,79,75.6,73,97,90,81,0.49
Sep,10,2018,77,74.7,72,93,81.3,74,1.59
Sep,11,2018,85,75.7,72,94,89.5,63,0.21
Sep,12,2018,86,78.7,75,94,85,65,0.21
Sep,13,2018,90,79.2,73,94,81.2,52,0.28
Sep,14,2018,85,78,73,93,85.6,65,0
Sep,15,2018,85,78.2,74,94,86.1,69,0.41
Sep,16,2018,89,77.2,72,100,86.3,57,0.1
Sep,17,2018,92,79.5,70,97,76.6,45,0.12
Sep,18,2018,93,82.3,74,94,72.5,44,0
Sep,19,2018,93,80.5,71,97,76.5,49,0
Sep,20,2018,89,79.1,76,97,87.1,55,0
Sep,21,2018,89,81.9,77,96,84.2,59,0.27
Sep,22,2018,80,75.5,71,94,83.9,66,0.6
Sep,23,2018,80,73,66,93,80.9,64,0.04
Sep,24,2018,90,78.4,72,93,76.7,48,0
Sep,25,2018,93,81.4,74,94,78.7,48,0
Sep,26,2018,88,78.5,70,100,80.1,61,0
Sep,27,2018,79,69.9,63,97,65.6,54,0.05
Sep,28,2018,84,73,60,100,81.2,61,0
Sep,29,2018,81,75.4,71,96,88.5,72,0
Sep,30,2018,85,74.2,68,100,87.7,59,0
Oct,1,2018,86,75,67,100,89.9,67,0
Oct,2,2018,89,76.7,69,100,88.8,59,0.07
Oct,3,2018,91,79.2,73,100,82.7,50,0
Oct,4,2018,91,80.5,72,100,77.6,46,0
Oct,5,2018,92,80.2,74,97,81.7,44,0
Oct,6,2018,87,79.1,75,100,86.4,65,0
Oct,7,2018,89,78.8,71,100,83.1,57,0.49
Oct,8,2018,83,76.1,72,97,90.2,65,0
Oct,9,2018,82,74.9,69,100,90.7,76,0.53
Oct,10,2018,78,69.5,63,100,88.4,56,0.47
Oct,11,2018,75,67.5,60,93,71.3,53,0
Oct,12,2018,85,73.6,60,93,74.5,53,0
Oct,13,2018,91,80,72,93,81.4,55,0
Oct,14,2018,90,77.3,69,97,82.6,57,0.14
Oct,15,2018,76,49.9,45,93,89,78,0.02
Oct,16,2018,52,49.8,48,96,89.8,83,2.55
Oct,17,2018,60,55.9,51,96,87.9,80,0.33
Oct,18,2018,62,58.6,55,93,85.1,75,0.04
Oct,19,2018,66,63.1,60,97,91.5,86,0.16
Oct,20,2018,68,65.2,61,93,82.6,73,1
Oct,21,2018,74,63.5,56,90,60.1,37,0
Oct,22,2018,65,59.7,56,90,74.7,54,0
Oct,23,2018,67,59.8,53,93,74.9,45,0.3
Oct,24,2018,63,60.3,58,97,92.9,78,0.11
Oct,25,2018,68,60.7,52,97,84.9,59,0.42
Oct,26,2018,80,62.8,49,100,79.4,44,0
Oct,27,2018,86,67.2,50,100,73.3,36,0
Oct,28,2018,84,67,54,100,73.8,40,0
Oct,29,2018,84,66.9,55,100,83.3,51,0
Oct,30,2018,84,73.5,66,97,81.1,55,0
Oct,31,2018,84,70.6,59,97,86.5,63,0
Nov,1,2018,69,58.6,48,89,62.7,33,0.57
Nov,2,2018,77,58.7,41,96,64.2,24,0
Nov,3,2018,78,64.1,48,93,70.9,45,0
Nov,4,2018,73,63.6,52,93,70.1,39,0.51
Nov,5,2018,79,67,52,97,85.7,66,0
Nov,6,2018,80,68.2,59,97,93.4,76,0
Nov,7,2018,88,75.9,64,97,82.7,53,0.01
Nov,8,2018,63,60.4,57,96,89.6,84,0
Nov,9,2018,60,54.6,51,89,71.2,51,1.08
Nov,10,2018,54,50.5,48,61,54.7,41,0.01
Nov,11,2018,55,51.4,48,96,80.5,64,0
Nov,12,2018,51,47.6,40,93,82.6,67,0.33
Nov,13,2018,47,39.4,35,68,56.1,39,0.04
Nov,14,2018,56,39.9,25,85,55,26,0
Nov,15,2018,64,45,28,92,63.8,30,0
Nov,16,2018,70,49.3,32,92,64,27,0
Nov,17,2018,75,55.4,39,93,77.7,48,0
Nov,18,2018,62,52.6,45,89,76.1,61,0.13
Nov,19,2018,53,49,44,85,67.7,57,0.16
Nov,20,2018,63,48.7,38,89,66,38,0
Nov,21,2018,56,47.5,36,93,79,53,0
Nov,22,2018,62,56,50,93,75.5,56,0.03
Nov,23,2018,79,61.2,49,93,72.7,28,0
Nov,24,2018,76,58.2,40,97,69.1,30,0
Nov,25,2018,69,61.8,50,93,57.4,23,0
Nov,26,2018,59,47,32,85,48.4,25,0
Nov,27,2018,64,46.4,30,92,56.6,24,0
Nov,28,2018,71,57.3,45,96,69.1,49,0
Nov,29,2018,75,63.9,52,100,88,66,0
Nov,30,2018,77,70.3,67,97,85.5,66,0
Dec,1,2018,79,64.8,46,93,46.8,17,0.04
Dec,2,2018,70,55.3,43,82,56.8,31,0
Dec,3,2018,64,54.2,42,76,52.4,35,0
Dec,4,2018,57,47.3,39,76,59.5,42,0
Dec,5,2018,57,48.5,42,71,55.6,37,0
Dec,6,2018,58,56.8,55,97,93.4,89,0
Dec,7,2018,56,51.7,48,97,92.4,89,1.26
Dec,8,2018,48,45.8,43,90,81.6,73,2.84
Dec,9,2018,55,44.4,37,89,71.5,53,0
Dec,10,2018,59,44.5,34,89,62,28,0
Dec,11,2018,63,45.9,30,96,75.1,41,0
Dec,12,2018,67,58.7,48,97,85.5,73,0
Dec,13,2018,71,59.5,46,97,68.3,21,0
Dec,14,2018,54,49.2,45,73,60,38,0
Dec,15,2018,69,52.3,38,76,36.8,14,0
Dec,16,2018,65,47.1,30,89,64.9,28,0
Dec,17,2018,72,53.3,38,83,60.6,24,0
Dec,18,2018,64,50.1,35,97,88.9,63,0
Dec,19,2018,63,57.1,50,100,93.7,75,0.03
Dec,20,2018,65,57.3,50,100,50.8,23,0
Dec,21,2018,66,50.6,38,79,45.1,23,0
Dec,22,2018,79,56.5,43,83,55,25,0
Dec,23,2018,63,51.8,40,76,56.9,35,0
Dec,24,2018,65,51.2,33,93,74.5,60,0
Dec,25,2018,76,65.4,59,96,82.8,58,0
Dec,26,2018,72,66.6,54,93,88.7,81,0
Dec,27,2018,70,57.6,49,93,70.3,31,1.91
Dec,28,2018,54,47.3,41,79,60.5,47,0
Dec,29,2018,47,44.3,43,65,60.8,56,0
Dec,30,2018,43,40.8,39,96,85.5,65,0
Dec,31,2018,61,47.6,36,100,85.3,58,0.29
